,0
3170,"['jane', 'order', 'bridesmaid', 'plan', 'love', 'boss', 'george', 'raise', 'romantic', 'marriage', 'kevin', 'cynical', 'writer', 'attractive', 'week', 'flirtatious', 'new', 'sister', 'te', 'get', 'town', 'learn', 'return', 'manipulative', 'pretender', 'big', 'name', 'upon', 'meanwhile', 'take', 'janes', 'care', 'mind', 'career', 'uncork']"
3171,"['keep', 'massive', 'promotion', 'lover', 'beth', 'decide', 'surprise', 'leave', 'party', 'go', 'japan', 'deafen', 'explosion', 'arrival', 'enormous', 'scaly', 'animal', 'break', 'hell', 'light', 'new', 'york', 'city', 'statue', 'liberty', 'decapitate', 'reptilian', 'monster', 'manhattan', 'daring', 'style', 'rescue', 'get', 'time', 'everything', 'book', 'deal', 'take', 'camcorder', 'havoc', 'death', 'end', 'relentless', 'invader', 'chance', 'survival', 'investigate', 'mysterious', 'learn', 'true', 'love']"
3172,"['bridget', 'upper', 'heart', 'year', 'lifestyle', 'threaten', 'turn', 'seem', 'open', 'see', 'job', 'housewife', 'hands', 'life', 'debt', 'get', 'information', 'end', 'take', 'least', 'leave', 'janitor', 'federal', 'reserve', 'cant', 'kansas', 'city', 'transport', 'old', 'assume', 'money', 'shred', 'plan', 'steal', 'much', 'belief', 'easy', 'use', 'standard', 'equipment', 'break', 'refuse', 'want', 'cooperation', 'person', 'shredder', 'cart', 'co', 'single', 'mom', 'nina', 'brewster', 'diabetic', 'trailer', 'know', 'constant', 'music', 'mind', 'jackie', 'truman', 'convince', 'care', 'provide', 'serious', 'training', 'smart', 'kill', 'lose', 'system', 'woman', 'advance', 'head', 'security', 'world', 'make', 'glover', 'impossible', 'guard', 'barry', 'draw', 'husband', 'bob', 'conservative', 'wrong', 'face', 'police', 'focus', 'mother', 'mountain', 'diverge']"
3173,"['morning', 'get', 'dark', 'nuclear', 'force', 'found', 'high', 'school', 'biology', 'year', 'evolution', 'hide', 'curse', 'version', 'life', 'mom', 'step', 'edge', 'brother', 'care', 'tobey', 'guy', 'take', 'pledge', 'continue', 'chaste', 'marriage', 'date', 'learn', 'grand', 'rate', 'kiss', 'teenager', 'big', 'temptation', 'ryan', 'unexpected', 'pull', 'become', 'help', 'mythical', 'hero', 'rescue', 'find', 'way', 'work', 'asset']"
3174,"['unable', 'open', 'tuition', 'want', 'fund', 'secret', 'school', 'training', 'rayanna', 'raya', 'rutina', 'wesley', 'family', 'city', 'judge', 'future', 'watch', 'top', 'prize', 'coming', 'step', 'dance', 'rival', 'telling', 'realize', 'covet', 'slot', 'good', 'friend', 'dwain', 'murphy', 'male', 'jsj', 'crew', 'isolate', 'local', 'due', 'jealousy', 'break', 'boyfriend', 'sex', 'ambitious', 'dancer', 'kick', 'team', 'record', 'preliminary', 'hope', 'make', 'medical', 'bishop', 'trust', 'prepare', 'go', 'mark', 'end', 'take']"
3175,"['desperate', 'spartan', 'power', 'arm', 'nothing', 'leather', 'underwear', 'cape', 'lead', 'ragtag', 'lot', 'misfit', 'fight', 'homeland', 'invade', 'include', 'ghost', 'rider', 'rocky', 'balboa', 'hunchbacked', 'paris', 'hilton', 'plane', 'head', 'brittany']"
3176,"['comedysci', 'fiadventure', 'high', 'school', 'invent', 'hour', 'time', 'car', 'free', 'humiliation', 'theyve', 'run']"
3177,"['vietnam', 'veteran', 'john', 'rambo', 'go', 'many', 'harrow', 'take', 'simple', 'seclude', 'world', 'thailand', 'spend', 'time', 'get', 'local', 'chauffeur', 'old', 'pt', 'boat', 'see', 'avoid', 'trouble', 'way', 'group', 'christian', 'human', 'michael', 'burnett', 'sarah', 'miller', 'coming', 'desire', 'pull', 'trip', 'river', 'burma', 'fifty', 'war', 'zone', 'karen', 'neighborhood', 'lie', 'run', 'oppressive', 'rule', 'murderous', 'burmese', 'military', 'struggle', 'survival', 'single', 'day', 'inner', 'contemplation', 'offer', 'stay', 'come', 'village', 'find', 'part', 'raid', 'sadistic', 'major', 'pop', 'tee', 'tint', 'hit', 'serving', 'torture', 'murder', 'end', 'prisoner', 'business', 'disappearance', 'minister', 'point', 'mission', 'plea', 'transport', 'last', 'position', 'cant', 'team', 'loose', 'deadly']"
3178,"['secret', 'help', 'agent', 'jennifer', 'marsh', 'take', 'see', 'personal', 'guy', 'mouse', 'game', 'serial', 'killer', 'love', 'odd', 'run', 'dark', 'face', 'log', 'untraceable', 'site', 'wild', 'terrible', 'live', 'network', 'embark', 'ready', 'victim']"
3179,"['violinist', 'sydney', 'wells', 'old', 'due', 'accident', 'operation', 'cornea', 'transplantation', 'find', 'sight', 'process', 'make', 'strange', 'living', 'dr', 'paul', 'faulkner', 'sidney', 'donor', 'get', 'journey', 'truth']"
3180,"['concert', 'film', 'hannah', 'montanamiley', 'cyrus', 'turn']"
3181,"['henry', 'los', 'angeles', 'veterinarian', 'fiancée', 'kate', 'accident', 'day', 'theyre', 'marry', 'interest', 'close', 'social', 'life', 'sister', 'intimate', 'use', 'psychic', 'contact', 'rest', 'stay', 'open', 'live', 'doesnt', 'believe', 'nothing', 'chance', 'return', 'ashley', 'diary', 'able', 'convince', 'go', 'therapy', 'draw', 'ghost', 'stop', 'budding', 'romance']"
3182,"['father', 'peter', 'gaulke', 'strange', 'wild', 'video', 'show', 'plummet', 'cancel', 'learn', 'find', 'dying', 'studio', 'head', 'return', 'old', 'friend', 'get', 'story', 'bigfoot', 'ecuador', 'road', 'trip', 'block', 'way', 'enough', 'bury', 'brave', 'set', 'team', 'face', 'rival', 'fund', 'practice', 'start', 'take', 'tape', 'save', 'dad', 'proud']"
3183,"['benjamin', 'finnegan', 'mysterious', 'sea', 'treasure', 'hunter', 'sure', 'find', 'century', 'island', 'key', 'west', 'own', 'murderous', 'strike', 'lead', 'ben', 'debt', 'matt', 'give', 'divorce', 'te', 'long', 'time', 'research', 'diving', 'partner', 'love', 'turn', 'yacht', 'nigel', 'honeycutt', 'multimillionaire', 'rapper', 'take', 'rival', 'treasurer', 'convince', 'roll', 'search', 'save', 'bay', 'spanish', 'hide', 'deep', 'vision']"
3184,"['home', 'murder', 'ray', 'sight', 'tell', 'boss', 'harry', 'rest', 'blue', 'belgium', 'come', 'former', 'result', 'end', 'free', 'bystander', 'disturb', 'await', 'name', 'advice', 'take', 'medieval', 'city', 'big', 'hold', 'bruges', 'lose', 'simple', 'despondent', 'start', 'job', 'change', 'chloe', 'part', 'film', 'crew', 'charge', 'lead', 'american', 'dwarf', 'make', 'jimmy', 'head', 'isnt', 'sure', 'expect', 'new', 'realize', 'life', 'stay', 'fairytale', 'inevitable', 'arrival', 'wild', 'white', 'share', 'canadian', 'couple', 'half', 'blind', 'thief', 'eirik', 'hope', 'look', 'help', 'carve', 'incident', 'save']"
3185,"['dr', 'rj', 'stevens', 'talk', 'show', 'host', 'family', 'mysterious', 'south', 'reunite', 'otis', 'sister', 'betty', 'cousinrival', 'clyde', 'childhood', 'love', 'interest', 'lucinda', 'allen']"
3186,"['sympathetic', 'see', 'home', 'relationship', 'tobacco', 'heiress', 'doris', 'duke', 'believe', 'university', 'shy', 'butler', 'bernard', 'lafferty', 'icy', 'mercurial', 'answer', 'thrill', 'cantaloupe', 'way', 'place', 'staff', 'liz', 'taylor', 'peggy', 'lee', 'he', 'alcoholic', 'smart', 'rehab', 'get', 'gay', 'self', 'play', 'life', 'sleeping', 'young', 'work', 'shrewd', 'care', 'lot', 'new', 'jersey', 'land', 'wine', 'cellar', 'break', 'return', 'wagon', 'commit']"
3187,"['film', 'sita', 'hindu', 'goddess', 'epic', 'ramayana', 'lord', 'rama', 'year', 'forest', 'kidnap', 'ravana', 'rule', 'lanka', 'tell', 'story', 'biographical', 'bill', 'relationship', 'husband']"
3188,"['romantic', 'comedy', 'something', 'manhattan', 'dad', 'midst', 'divorce', 'year', 'old', 'daughter', 'maya', 'go', 'head', 'life', 'marriage', 'want', 'love', 'everything', 'see', 'settle', 'story', 'get', 'young', 'starry', 'heart', 'aspire', 'politician', 'new', 'york', 'wisconsin', 'order', 'turn', 'clinton', 'effort', 'relive', 'past', 'grand', 'world', 'watch', 'out', 'big', 'city', 'different', 'will', 'brother', 'russell', 'mccormack', 'like', 'political', 'part', 'case', 'pg', 'version', 'ad', 'judge', 'married', 'mother', 'college', 'beauty', 'secure', 'future', 'door', 'longtime', 'best', 'friend', 'confidante', 'apolitical', 'april', 'free', 'ambitious', 'journalist', 'puzzle', 'simple', 'easy', 'help', 'backand', 'possible', 'find', 'happy', 'close']"
3189,"['david', 'rice', 'high', 'school', 'student', 'ann', 'arbor', 'abandon', 'know', 'callous', 'alcoholic', 'father', 'charm', 'boyfriend', 'pick', 'least', 'classmate', 'day', 'transport', 'anyplace', 'world', 'move', 'family', 'get', 'new', 'york', 'city', 'rob', 'cant', 'vault', 'care', 'shadowy', 'group', 'government', 'go', 'murderous', 'roland', 'take', 'millie', 'trip', 'make', 'crew', 'everyone', 'close', 'danger']"
3190,"['time', 'go', 'move', 'spiderwick', 'land', 'mother', 'helen', 'mary', 'louise', 'parker', 'twin', 'collide', 'freddie', 'highmore', 'simon', 'grace', 'sister', 'mallory', 'sarah', 'bolger', 'find', 'commit', 'jump', 'world', 'good', 'animal', 'unable', 'explain', 'strange', 'seem', 'encounter', 'daily', 'base', 'family', 'charge', 'investigate', 'start', 'expose', 'wild', 'truth', 'live']"
3191,"['come', 'end', 'teenager', 'senior', 'andie', 'west', 'know', 'best', 'friend', 'sarah', 'doesnt', 'care', 'school', 'try', 'name', 'agree', 'life', 'thing', 'love', 'dance', 'street', 'crew', 'go', 'tuck', 'notorious', 'want', 'vandalism', 'world', 'mischief', 'threaten', 'place', 'live', 'texas', 'work', 'include', 'close', 'connection', 'hard', 'neighborhood', 'tyler', 'gage', 'audition', 'debut', 'maryland', 'msa', 'institution', 'isnt', 'sure', 'director', 'blake', 'brilliant', 'dancer', 'see', 'conformity', 'way', 'watch', 'due', 'new', 'kick', 'track', 'student', 'use', 'ie', 'dont', 'adjust', 'mean', 'brother', 'dark', 'get', 'realize', 'respect', 'old', 'judgmental', 'hide', 'fact', 'expulsion', 'anyone', 'enter', 'illegal']"
3192,"['take', 'horror', 'film', 'mom', 'forest', 'professor', 'university', 'pittsburgh', 'try', 'video', 'news', 'dead', 'alive', 'walk', 'ridley', 'francine', 'decide', 'give', 'group', 'jason', 'hall', 'girl', 'debra', 'follow', 'contact', 'family', 'trip', 'mary', 'van', 'home', 'debras', 'scranton', 'car', 'accident', 'move', 'patrolman', 'escape', 'religious', 'depress', 'wonder', 'place', 'suicide', 'charge', 'pistol', 'hospital', 'want', 'fight', 'go']"
3193,"['passaic', 'elroy', 'fletcher', 'move', 'video', 'store', 'sentence', 'make', 'birthplace', 'waller', 'get', 'centennial', 'trip', 'give', 'foster', 'son', 'mike', 'point', 'special', 'friend', 'jerry', 'try', 'sabotage', 'force', 'place', 'electrocute', 'mother', 'magnetize', 'work', 'era', 'tape', 'cover', 'plan', 'hide', 'tragedy', 'homemade', 'pull', 'woman', 'phone', 'break', 'help', 'rage', 'come', 'new', 'job', 'save']"
3194,"['cheerful', 'friendly', 'thinking', 'do', 'authentic', 'wealthy', 'charlie', 'bartlett', 'father', 'get', 'loopy', 'clueless', 'release', 'secret', 'school', 'victimless', 'he', 'world', 'mother', 'punch', 'daily', 'tough', 'long', 'popular', 'guy', 'true', 'crux', 'find', 'end', 'western', 'top', 'high', 'take', 'peace', 'tormentor', 'start', 'job', 'mind', 'deal', 'prescription', 'murder', 'draw', 'susan', 'daughter', 'laissez', 'faire', 'dealer', 'new', 'security', 'campus', 'overdose', 'open', 'thought', 'meet', 'good', 'trouble', 'self', 'doctor', 'cure']"
3195,"['marry', 'fiona', 'roderick', 'space', 'meet', 'anonymous', 'post', 'start', 'rod', 'rest', 'stripper', 'bachelor', 'party', 'belief', 'sex', 'crisis', 'fashion', 'left', 'aseptic', 'situation', 'support', 'celestial', 'car', 'take', 'mistake', 'intimate', 'destroy', 'number', 'find', 'easy', 'order', 'set', 'turn', 'way', 'end', 'look', 'meanwhile', 'femme', 'fatale', 'nickname', 'nell', 'fate', 'see']"
3196,"['president', 'join', 'salamanca', 'spain', 'deal', 'city', 'world', 'square', 'find', 'apparent', 'cop', 'girl', 'mother', 'child', 'american', 'tourist', 'video', 'camera', 'secret', 'help', 'agent', 'return', 'medical', 'give', 'band', 'try', 'remote', 'explosion', 'bomb', 'get', 'retell', 'several', 'emphasizing', 'different', 'name', 'who', 'game', 'step', 'believe', 'everything']"
3197,"['story', 'small', 'town', 'sheriff', 'witness', 'belief', 'kidnapping', 'rescue', 'woman', 'become', 'fbi', 'put', 'protect', 'big', 'enron', 'case', 'corruption', 'run', 'chicago', 'get', 'take', 'turn', 'kill']"
3198,"['suffering', 'arvilla', 'holden', 'sense', 'end', 'husband', 'joe', 'compound', 'share', 'daughter', 'francine', 'packer', 'married', 'live', 'pocatello', 'idaho', 'arvillas', 'family', 'town', 'trip', 'world', 'chance', 'santa', 'barbara', 'california', 'carry', 'sure', 'save', 'new', 'take', 'get', 'official', 'possession', 'love', 'want', 'embalm', 'body', 'intern', 'cremate', 'spread', 'twist', 'act', 'home', 'entire', 'marriage', 'give', 'homeless', 'close', 'hard', 'village', 'hold', 'land', 'memorial', 'help', 'time', 'company', 'best', 'free', 'roll', 'single', 'margene', 'cunningham', 'perfect', 'mom', 'carol', 'brimm', 'mormon', 'alter', 'devotion', 'plan', 'salt', 'lake', 'city', 'utah', 'see', 'escape', 'release', 'refurbish', 'pontiac', 'bonneville', 'convertible', 'road', 'route', 'return', 'decide', 'wish', 'care', 'move', 'play', 'along', 'way', 'young', 'make', 'search', 'biological', 'father', 'catch', 'trucker', 'emmett']"
3199,"['archival', 'footage', 'living', 'music', 'use', 'see', 'war', 'order', 'run', 'come', 'popular', 'home', 'rule']"
3200,"['slum', 'morro', 'da', 'sinuca', 'couple', 'work', 'eighteen', 'year', 'old', 'laranjinha', 'tell', 'friend', 'orphan', 'acerola', 'father', 'decide', 'help', 'needy', 'find', 'name', 'prison', 'con', 'kill', 'world', 'robbery', 'going', 'word', 'wife', 'babysitter', 'cris', 'receive', 'turn', 'são', 'paulo', 'chance', 'grow', 'money', 'buy', 'home', 'take', 'care', 'son', 'clayton', 'owner', 'hill', 'laranjinhas', 'cousin', 'madrugadão', 'shop', 'good', 'deal', 'release', 'give', 'plan', 'invade', 'living', 'crew', 'drug', 'lord', 'careca', 'run', 'past']"
3201,"['grand', 'animal', 'story', 'intrigue', 'romance', 'betrayal', 'set', 'backdrop', 'fix', 'second', 'european', 'beautiful', 'anne', 'natalie', 'portman', 'mary', 'boleyn', 'scarlett', 'johansson', 'take', 'family', 'blind', 'dream', 'compete', 'love', 'big', 'passionate', 'power', 'henry', 'viii', 'eric', 'bana']"
3202,"['modern', 'day', 'romantic', 'story', 'penelope', 'young', 'inspire', 'journey', 'secret', 'family', 'force', 'love', 'order', 'give', 'curse', 'find', 'true', 'kind', 'wilhern', 'expect', 'wealthy', 'afflict', 'hide', 'land', 'daughter', 'strand', 'futile', 'try', 'eligible', 'bachelor', 'charm', 'sizable', 'dowry', 'break', 'mischievous', 'eager', 'tabloid', 'reporter', 'want', 'take', 'beat', 'prospective', 'suitor', 'big', 'chance', 'gambler', 'return', 'get', 'course', 'former', 'betrayal', 'learn', 'live', 'life', 'free', 'world', 'start', 'friend', 'name']"
3203,"['flint', 'jackie', 'american', 'basketball', 'connection', 'team', 'last', 'home', 'merger', 'nba', 'hard', 'head', 'guard', 'make', 'monix', 'end', 'career', 'meet', 'star', 'take', 'deal', 'close', 'lynn', 'love', 'life', 'clarence', 'coffee', 'brown', 'stardom', 'best', 'player', 'dog', 'doesnt', 'value', 'teamwork', 'trio', 'wont', 'include', 'commit', 'try', 'impossible', 'get', 'true']"
3204,"['pseudo', 'orphan', 'semi', 'outcast', 'father', 'give', 'mammoth', 'run', 'tribe', 'secret', 'prophecy', 'concern', 'mission', 'dleh', 'get', 'protégé', 'professional', 'hunter', 'tictic', 'order', 'truth', 'start', 'cheater', 'chance', 'win', 'position', 'charm', 'daughter', 'evolet', 'return', 'rival', 'brother', 'couple', 'take', 'horse', 'free', 'slave', 'point', 'epic', 'rescue', 'come', 'van', 'way', 'make', 'situation', 'know', 'god', 'living', 'strike', 'saber', 'save', 'fashion', 'prove', 'release']"
3205,"['melanie', 'porter', 'raven', 'talented', 'high', 'school', 'graduate', 'prize', 'university', 'protective', 'father', 'martin', 'lawrence', 'doesnt', 'want', 'prepare', 'game', 'try', 'convince', 'get', 'local', 'guise', 'start', 'favor', 'close', 'family', 'typical', 'road', 'trip', 'film', 'lose', 'bottom', 'hide', 'hard', 'time', 'life', 'control', 'daughter']"
3206,"['richard', 'langley', 'bachelor', 'playboy', 'tell', 'story', 'go', 'friend', 'harry', 'allen', 'receive', 'lunch', 'love', 'trouble', 'married', 'pat', 'injure', 'divorce', 'new', 'kay', 'join', 'smite', 'person', 'cant', 'decide', 'get', 'grip', 'hed', 'lose', 'meanwhile', 'swift', 'end', 'life', 'kind', 'poison', 'murder']"
3207,"['war', 'threaten', 'london', 'escape', 'innocent', 'rule', 'board', 'way', 'door', 'singer', 'make', 'delysia', 'lafosse', 'want', 'social', 'secretary', 'attempt', 'west', 'end', 'use', 'sleeping', 'feckless', 'producer', 'bed', 'nick', 'smarmy', 'club', 'owner', 'romance', 'michael', 'piano', 'player', 'ticket', 'new', 'york', 'king', 'mary', 'job', 'take', 'sure', 'part', 'pettigrew', 'name', 'help', 'ambitious', 'unfaithful', 'editor', 'piece', 'former', 'fiancé', 'lingerie', 'designer', 'get', 'promise']"
3208,"['teenager', 'skateboarder', 'alex', 'question', 'detective', 'richard', 'lu', 'investigate', 'end', 'security', 'guard', 'train', 'sever', 'take', 'murder', 'skate', 'board', 'share', 'separation', 'work', 'sexual', 'passion', 'virgin', 'girl', 'jennifer', 'save', 'last', 'paranoid', 'park', 'new', 'kill', 'try', 'sense', 'guilty', 'conscience']"
3209,"['cold', 'afternoon', 'snow', 'found', 'high', 'school', 'set', 'practice', 'last', 'football', 'game', 'try', 'flashback', 'student', 'coach', 'restaurant', 'annie', 'shot', 'waitress', 'small', 'break', 'husband', 'glenn', 'who', 'wagon', 'pop', 'new', 'job', 'pray', 'jesus', 'raise', 'rest', 'find', 'daughter', 'tara', 'experience', 'person', 'arthur', 'draw', 'lila', 'town', 'life', 'cross']"
3210,"['side', 'language', 'remake', 'deconstruction', 'way', 'force', 'present', 'family', 'fall', 'vacation', 'chance', 'future', 'stop', 'couple', 'young', 'say', 'white', 'gloved', 'serial', 'excursion', 'neighborhood']"
3211,"['new', 'high', 'school', 'rebellious', 'teenager', 'jake', 'tyler', 'lure', 'ultimate', 'struggle', 'order', 'backyard', 'fight', 'find', 'mentor', 'mix', 'martial', 'veteran', 'meet', 'safe', 'family', 'attempt', 'hero', 'take', 'head', 'body', 'last', 'bar', 'elimination', 'brutal', 'personal', 'curse', 'local', 'star', 'ryan', 'mccarthy']"
3212,"['quick', 'reedy', 'anything', 'twenty', 'something', 'loose', 'sleepwalking', 'life', 'midwestern', 'town', 'former', 'sister', 'joleen', 'name', 'heart', 'night', 'police', 'hold', 'boyfriend', 'toss', 'year', 'old', 'daughter', 'tara', 'street', 'take', 'plan', 'leaf', 'trucker', 'stash', 'drug', 'money', 'try', 'cope', 'lose', 'job', 'child', 'protective', 'care', 'low', 'wake', 'find', 'way', 'nice', 'guy', 'road', 'trip', 'childhood', 'key', 'big', 'dream']"
3213,"['homeless', 'veteran', 'bob', 'drillbit', 'taylor', 'care', 'love', 'life', 'save', 'cash', 'dream', 'give', 'go', 'take', 'many', 'get', 'clever', 'wade', 'rich', 'friend', 'ryan', 'frank', 'cocky', 'shrimp', 'jim', 'new', 'high', 'school', 'tough', 'emancipate', 'push', 'seem', 'affordable', 'wild', 'pocket', 'money', 'family', 'subject', 'clueless', 'protect', 'return', 'bogus', 'self', 'defense']"
3214,"['improvisational', 'comedy', 'use', 'handful', 'encounter', 'compete', 'real', 'poker', 'tournament']"
3215,"['single', 'mom', 'take', 'family', 'georgia', 'funeral', 'father', 'world', 'see', 'clan', 'crass', 'play', 'love', 'brown']"
3216,"['young', 'photographer', 'thun', 'girl', 'jane', 'secret', 'shoot', 'flee', 'shot', 'accident', 'investigate', 'phenomenon', 'find', 'stop', 'like', 'supernatural', 'thuns', 'best', 'haunt', 'boyfriend', 'tell', 'everything', 'realize', 'escape']"
3217,"['moon', 'la', 'luna', 'parallel', 'year', 'old', 'carlitos', 'mother', 'rosario', 'hope', 'leave', 'life', 'son', 'turn', 'unexpected', 'take', 'embark', 'journey', 'desperate', 'try', 'reunite', 'way', 'face', 'challenge', 'lose', 'day']"
3218,"['ben', 'campbell', 'young', 'thinking', 'student', 'mit', 'boston', 'follow', 'want', 'learning', 'transport', 'harvard', 'school', 'music', 'desire', 'get', 'doctor', 'take', 'short', 'turn', 'year', 'eve', 'enter', 'unorthodox', 'math', 'professor', 'micky', 'rosa', 'small', 'close', 'order', 'jill', 'choi', 'kianna', 'fisher', 'skill', 'board', 'look', 'blackjack', 'intrigue', 'money', 'join', 'new', 'secret', 'weekend', 'la', 'use', 'code', 'talk', 'deal', 'win', 'casino', 'enough', 'tuition', 'boyfriend', 'return', 'taylor', 'promise', 'buy', 'greed', 'arrogance', 'way', 'group', 'radar', 'brutal', 'security', 'enforcer', 'make', 'cole', 'williams', 'personal', 'grudge', 'kind', 'threaten', 'undo', 'everything', 'realize']"
3219,"['film', 'cross', 'david', 'chapman', 'top', 'notorious', 'murder', 'beatle', 'john', 'lennon']"
3220,"['dennis', 'clueless', 'overweight', 'guy', 'give', 'pregnant', 'fiancée', 'day', 'carry', 'woman', 'love', 'take', 'life', 'daily', 'break', 'libby', 'get', 'partner', 'class', 'american', 'whit', 'defeat', 'close', 'something', 'end', 'nike', 'river', 'move', 'london', 'gordon', 'mr', 'ghoshdashtidar', 'face', 'coach']"
3221,"['dress', 'iraq', 'war', 'hero', 'sgt', 'power', 'take', 'keep', 'return', 'small', 'hometown', 'come', 'turn', 'duty', 'resume', 'life', 'give', 'upend', 'world', 'fight', 'everything', 'belief', 'bond', 'family', 'commitment', 'friendship', 'love', 'value', 'honor']"
3222,"['orphan', 'high', 'school', 'student', 'rick', 'riker', 'bit', 'radioactive', 'dragonfly', 'break', 'super', 'power', 'flee', 'hero']"
3223,"['romantic', 'comedy', 'set', 'backdrop', 'america', 'nascent', 'professional', 'football', 'league', 'scheme', 'george', 'clooney', 'charm', 'brash', 'hero', 'learn', 'guide', 'team', 'bar', 'do', 'take', 'lose', 'shop', 'entire', 'face', 'sure', 'break', 'college', 'lead', 'join', 'ragtag', 'captain', 'former', 'go', 'help', 'struggle', 'play', 'get', 'country', 'care', 'receive', 'carter', 'rutherford', 'john', 'krasinski', 'favorite', 'son', 'gold', 'war', 'single', 'force', 'multiple', 'german', 'fall', 'big', 'style', 'good', 'unique', 'upper', 'area', 'new', 'champ', 'true', 'lexie', 'littleton', 'renée', 'zellweger', 'aspire', 'rookie', 'journalist', 'encounter', 'spitfire', 'newswoman', 'suspect', 'trap', 'story', 'fickle', 'game', 'freewheel', 'love', 'fight', 'save', 'daughter', 'like', 'playbook', 'fourth', 'quarter']"
3224,"['bill', 'unhappy', 'married', 'dead', 'end', 'job', 'cant', 'wife', 'jess', 'draw', 'pop', 'wallet', 'break', 'gut', 'want', 'use', 'eating', 'candy', 'dream', 'corrupt', 'donut', 'franchise', 'main', 'jesss', 'dad', 'rope', 'mentor', 'plan', 'old', 'prep', 'school', 'put', 'mouth', 'child', 'look', 'thing', 'check', 'local', 'video', 'personality', 'vain', 'rob', 'lowe', 'see', 'young', 'clerk', 'lingerie', 'shop', 'quest', 'win', 'take', 'respect']"
3225,"['heart', 'give', 'solace', 'night', 'jeremys', 'diner', 'blueberry', 'pie', 'la', 'fashion', 'talk', 'rest', 'head', 'return', 'leaf', 'new', 'york', 'city', 'take', 'pain', 'turn', 'couple', 'memphis', 'cop', 'drinking', 'oblivion', 'record', 'lizzy', 'nevada', 'casino', 'use', 'want', 'car', 'post', 'leslie', 'tear', 'gambler', 'high', 'game', 'beth', 'vega', 'estrange', 'father', 'jeremy']"
3226,"['nim', 'rusoe', 'daughter', 'join', 'father', 'scientist', 'research', 'marine', 'life', 'island', 'spend', 'time', 'work', 'chat', 'computer', 'understand', 'chance', 'alex', 'get', 'surprise', 'doesnt', 'take', 'interest', 'scare', 'east', 'hope', 'love', 'rover', 'woman', 'agoraphobic', 'germaphobic', 'world', 'refuse', 'sanitary', 'gel', 'officer', 'airport', 'meanwhile', 'hard', 'look', 'come']"
3227,"['mexican', 'vacation', 'take', 'become', 'big', 'group', 'friend', 'boyfriend', 'tourist', 'embark', 'remote', 'archaeological', 'dig', 'jungle', 'something', 'evil', 'life']"
3228,"['martin', 'scorsese', 'cast', 'join', 'strike', 'easy', 'see', 'scorcese', 'film', 'day', 'stop', 'inner', 'beacon', 'field', 'new', 'york', 'city', 'return', 'get', 'push', 'legendary', 'set']"
3229,"['new', 'york', 'city', 'heart', 'senior', 'sophie', 'married', 'businessman', 'andrew', 'try', 'take', 'pregnant', 'family', 'korean', 'couple', 'failure', 'child', 'black', 'suicide', 'something', 'extreme', 'come', 'jihah', 'undocumented', 'immigrant', 'husband', 'fertility', 'clinic', 'apartment', 'father', 'offer', 'session', 'several', 'able', 'save', 'emotion', 'system', 'relationship', 'get', 'marriage']"
3230,"['older', 'imagine', 'best', 'night', 'life', 'magic', 'beauty', 'love', 'surround', 'good', 'dark', 'past', 'become', 'murder', 'world', 'responsible', 'believe', 'get', 'donna', 'find', 'way', 'sadistic', 'rampage', 'obsess', 'killer', 'go', 'prom']"
3231,"['lawrence', 'wetherhold', 'low', 'misanthropic', 'widower', 'pompous', 'professor', 'carnegie', 'mellon', 'indifferent', 'father', 'college', 'student', 'high', 'school', 'older', 'reluctant', 'brother', 'who', 'get', 'town', 'capture', 'return', 'place', 'emergency', 'way', 'doctor', 'old', 'end', 'start', 'date', 'daughter', 'vanessa', 'friendless', 'stick', 'sabotage', 'dad', 'relationship', 'good', 'help', 'smart', 'take', 'life', 'happiness', 'follow', 'irony']"
3232,"['lapd', 'detective', 'tom', 'ludlow', 'efficient', 'unorthodox', 'underground', 'cop', 'captain', 'jack', 'wind', 'hide', 'jealous', 'excessive', 'force', 'criminal', 'korean', 'crew', 'release', 'kidnap', 'child', 'sex', 'mark', 'star', 'intimate', 'biggs', 'die', 'promotion', 'boss', 'ex', 'patrol', 'partner', 'washington', 'ia', 'kill', 'shop', 'robbery', 'ludlows', 'front', 'turn', 'way', 'pull', 'los', 'lead']"
3233,"['widower', 'professor', 'walter', 'vale', 'boring', 'life', 'connecticut', 'learn', 'year', 'local', 'college', 'try', 'take', 'meet', 'piano', 'want', 'necessary', 'musical', 'gift', 'put', 'see', 'league', 'world', 'policy', 'growing', 'new', 'york', 'university', 'return', 'talk', 'newspaper', 'co', 'writer', 'come', 'apartment', 'find', 'tarek', 'khalil', 'syrian', 'player', 'zainab', 'senegalese', 'street', 'vendor', 'know', 'understand', 'illegal', 'place', 'receive', 'couple', 'stay', 'get', 'gig', 'live', 'wind', 'charm', 'african', 'drum', 'offer', 'incident', 'hold', 'heart', 'lawyer', 'fight', 'dark', 'tareks', 'mother', 'mouna', 'michigan', 'way', 'going', 'close', 'sex', 'worth']"
