,0
74,"['jack', 'dodd', 'sir', 'caine', 'london', 'love', 'pint', 'fifty', 'break', 'live', 'smile', 'face', 'learn', 'horse', 'race', 'look', 'adopt', 'money', 'last', 'quest', 'spread', 'sea', 'margate', 'film', 'come', 'ray', 'bob', 'lenny', 'david', 'vic', 'tom', 'courtenay', 'son', 'vince', 'winstone', 'journey', 'way', 'life', 'wife', 'amy', 'dame', 'helen', 'mirren']"
75,"['young', 'tedious', 'night', 'see', 'turn', 'café', 'sean', 'hasnt', 'girl', 'vincent', 'everybody', 'lenny', 'afraid', 'involve', 'daughter', 'date', 'jody', 'cant', 'hold', 'attack', 'time']"
76,"['new', 'son', 'return', 'tragic', 'daughter', 'control', 'former', 'russia']"
77,"['set', 'former', 'luzhin', 'defense', 'story', 'shambling', 'chess', 'grand', 'professional', 'come', 'italian', 'meet', 'life', 'find', 'love', 'name', 'prodigious', 'gift', 'boyhood', 'shadow', 'bomb', 'marriage', 'luzhins', 'lyrical', 'get', 'resort', 'try', 'real', 'world', 'family', 'suitable', 'comte', 'run', 'erratic', 'star', 'glimpse', 'obsession', 'fit', 'care', 'clash', 'tragic', 'force']"
78,"['turn', 'scrounger', 'robert', 'martin', 'life', 'dysfunctional', 'family', 'lose', 'wife', 'accident', 'prone', 'son', 'pregnant', 'teenage', 'daughter', 'shabby', 'home', 'future', 'door', 'monster', 'betray', 'heart', 'london', 'suburb', 'hell', 'win', 'dream', 'vacation', 'break', 'rival', 'leaf', 'aged', 'cellar']"
79,"['get', 'isle', 'creature', 'marina', 'take', 'childhood', 'pact', 'friend', 'trouble', 'unpredictable', 'glamorous', 'father', 'valium', 'addict', 'continue', 'constant', 'life', 'divorce', 'experimental', 'fashionable', 'self', 'death', 'defeat', 'protective', 'mother', 'nag', 'insecurity', 'beautiful', 'possessive', 'best', 'secret', 'gain', 'love', 'brother', 'cast', 'daughter', 'everything', 'offer', 'sex', 'release', 'rock', 'friendship', 'match', 'find', 'trap']"
80,"['disgrace', 'ex', 'england', 'captain', 'danny', 'base', 'car', 'meehan', 'jail', 'assault', 'police', 'whilst', 'doesnt', 'recieve', 'fame', 'position', 'world', 'turn', 'many', 'barrage', 'rent', 'country', 'important', 'cup', 'game', 'save', 'head', 'chance', 'leave', 'everything', 'change', 'life', 'order', 'evil', 'lead', 'whole', 'prison']"
81,"['director', 'england', 'home', 'football', 'succumb', 'heart', 'attempt', 'search', 'replacement', 'seem', 'condition', 'side', 'good', 'sense', 'become', 'duty', 'return', 'mike', 'bassett', 'scruffy', 'loud', 'mouth', 'call', 'fame', 'top', 'undistinguished', 'team', 'league', 'title', 'insist', 'win', 'world', 'cup', 'leading', 'exchange', 'lead', 'player', 'gift', 'footballer', 'break', 'drinking', 'trouble', 'take', 'time', 'car', 'salesman', 'help', 'stun', 'poland', 'belgium', 'get', 'favorite', 'push', 'hate', 'hope', 'worst', 'cast', 'national', 'high', 'tech', 'coach', 'case', 'dr', 'shoegaarten', 'injure', 'bassetts', 'ineptitude', 'care', 'tournament', 'group', 'opponent', 'bomb', 'lose', 'last', 'game', 'rio', 'work', 'big', 'chance']"
82,"['powerful', 'dynasty', 'head', 'charismatic', 'manipulative', 'father', 'return', 'deal', 'criminal', 'empire', 'buy', 'force', 'hungry', 'kath', 'brothel', 'tracy', 'own', 'soccer', 'team', 'jo', 'old', 'addict', 'prostitute', 'refuse', 'inheritance', 'stone']"
83,"['young', 'journalist', 'find', 'true', 'identity', 'reclusive', 'show', 'artist', 'dark', 'secret']"
84,"['glasgow', 'toni', 'cocozza', 'age', 'lounge', 'singer', 'repertoire', 'sinatra', 'game', 'bill', 'piano', 'player', 'friend', 'big', 'local', 'tv', 'gift', 'show', 'time', 'pack', 'boss', 'decide', 'entertainment', 'receive', 'client', 'casino', 'irene', 'cigarette', 'daughter', 'take', 'left', 'job', 'chisolm', 'turn', 'audition', 'get', 'tonis', 'future', 'uncertain', 'thing', 'lead', 'world', 'work', 'start']"
85,"['unknown', 'country', '18th', 'century', 'europe', 'inherit', 'throne', 'guilty', 'family', 'take', 'true', 'heir', 'learn', 'hate', 'refuse', 'love', 'save', 'seclusion', 'protect', 'sight', 'home', 'mountain', 'intimate', 'obvious', 'happy', 'close', 'enough', 'talk', 'embark', 'series']"
86,"['manchester', 'cambridge', 'school', 'tony', 'wilson', 'granada', 'video', 'presenter', 'sex', 'gig', 'inspire', 'pivotal', 'second', 'music', 'story', 'friend', 'set', 'book', 'judge', 'factory', 'contract', 'joy', 'class', 'get', 'new', 'order', 'happy', 'seminal', 'time', 'heavy', 'life', 'birth', 'famous', 'dance', 'world', 'hacienda', 'mecca', 'studio', 'draw', 'heritage', 'former', 'comedy', 'vibrancy', 'take', 'crazy', 'chester', 'home', 'care']"
87,"['animal', 'invade', 'laboratory', 'design', 'going', 'undergo', 'experiment', 'infect', 'virus', 'case', 'passion', 'naive', 'cut', 'scientist', 'save', 'engage', 'fateful', 'twenty', 'friend', 'jim', 'coma', 'abandon', 'hospital', 'get', 'attempt', 'anyone', 'find', 'london', 'know', 'someone', 'church', 'live', 'zombie', 'spirit', 'dying', 'move', 'life', 'selena', 'cross', 'rescue', 'host', 'date', 'sight', 'carnage', 'horror', 'apart', 'story', 'survival', 'heroics', 'nice', 'subtext', 'fierce', 'nature']"
88,"['year', 'old', 'marcus', 'brewer', 'life', 'depress', 'single', 'mother', 'fiona', 'get', 'various', 'take', 'happy', 'case', 'grief', 'perceive', 'different', 'self', 'profess', 'weird', 'dont', 'want', 'attend', 'mark', 'bullying', 'part', 'fact', 'talk', 'make', 'thirty', 'freeman', 'loose', 'live', 'save', 'deceased', 'turn', 'day', 'sole', 'world', 'start', 'priority', 'mind', 'see', 'selfish', 'animal', 'capacity', 'will', 'suzie', 'friend', 'try', 'escape', 'date', 'infiltrate', 'much', 'chagrin', 'pain', 'person', 'guidance', 'navigate', 'adolescence', 'share', 'suicidal', 'small', 'leave', 'focus', 'able', 'show', 'real', 'adult']"
89,"['aka', 'story', 'alien', 'search', 'love', 'position', 'identity', 'britain', 'year', 'old', 'dean', 'big', 'smart', 'bond', 'turn', 'family', 'include', 'abusive', 'father', 'order', 'take', 'something', 'strike', 'care', 'high', 'company', 'decadent', 'new', 'world', 'see', 'host', 'david', 'former', 'gay', 'desire', 'benjamin', 'young', 'hustler', 'texas', 'find', 'home', 'aristocracy', 'know', 'much', 'leave', 'sacrifice', 'commit', 'charade', 'face', 'simultaneous']"
90,"['ali', 'grand', 'sacha', 'power', 'cohen', 'get', 'pawn', 'evil', 'chancellor', 'david', 'game', 'overthrow', 'prize', 'minister', 'big', 'britain', 'sir', 'michael', 'gambon', 'land', 'embrace', 'part', 'young', 'reality', 'work', 'government', 'popular']"
91,"['penny', 'love', 'partner', 'taxi', 'driver', 'phil', 'move', 'dry', 'easy', 'philosophical', 'guy', 'turn', 'check', 'supermarket', 'daughter', 'rachel', 'white', 'family', 'aged', 'son', 'rory', 'unemployed', 'aggressive', 'joy', 'get', 'phils', 'life', 'unexpected', 'tragedy', 'rediscover', 'nothing', 'set', 'year', 'housing', 'land', 'long', 'weekend', 'tell', 'image', 'take', 'emotional', 'journey']"
92,"['imperfect', 'life', 'break', 'unloved', 'funeral']"
93,"['kaleidoscope', 'color', 'finish', 'encounter', 'indian', 'family', 'london', 'grow', 'soccer', 'daughter', 'traditional', 'way', 'tarty', 'senior', 'sister', 'pinky', 'train', 'marriage', 'life', 'prepare', 'perfect', 'jess', 'dream', 'meet', 'hero', 'david', 'beckham', 'unorthodox', 'break', 'protect', 'agree', 'force', 'take', 'choice', 'tradition', 'love', 'play', 'decide', 'get', 'track', 'dreamand', 'globe']"
94,"['western', 'front', 'group', 'british', 'party', 'give', 'forward', 'german', 'trench', 'foggy', 'night', 'get', 'soldier', 'suggest', 'evil', 'force', 'kill', 'home', 'secret', 'charlie', 'shakespeare', 'mind', 'help', 'prisoner', 'supernatural', 'take', 'mad']"
95,"['pierce', 'brosnan', 'return', 'last', 'mission', 'bond', 'pop', 'north', 'korea', 'shop', 'get', 'fourteen', 'set', 'deal', 'zao', 'rick', 'yune', 'world', 'lead', 'take', 'see', 'system', 'place', 'millionaire', 'gustav', 'toby', 'stephen', 'mi6', 'agent', 'love', 'miranda', 'frost', 'rosamund', 'pike', 'beat', 'friend', 'receive', 'presentation', 'throw', 'huge', 'laser', 'ray', 'stop', 'madman', 'boyfriend', 'american', 'curse', 'johnson', 'halle', 'berry', 'break']"
96,"['america', 'tribe', 'name', 'true', 'knot', 'trip', 'search', 'living', 'see', 'harmless', 'old', 'married', 'rv', 'dan', 'torrance', 'love', 'tween', 'abra', 'rock', 'take', 'quasi', 'god', 'know', 'steam', 'struggle', 'get', 'torture', 'end', 'haunt', 'command', 'hotel', 'spend', 'terrible', 'childhood', 'year', 'cast', 'desperate', 'drop', 'legacy', 'despair', 'alcoholism', 'force', 'fall', 'new', 'hampshire', 'town', 'aa', 'community', 'job', 'hold', 'family', 'leave', 'important', 'last', 'comfort', 'break', 'attention', 'prescient', 'guy', 'doctor', 'rest', 'evanescent', 'dramatic', 'gift', 'smart', 'find', 'abras', 'someone', 'survival']"
97,"['british', 'team', 'place', 'coach', 'mission', 'scotland', 'special', 'cut', 'childish', 'campfire', 'try', 'country', 'stay', 'get', 'bloody', 'continue', 'violent', 'howling', 'deliver', 'night', 'sky', 'hurt', 'take', 'escape', 'move', 'zoologist', 'make', 'megan', 'love', 'believe', 'become', 'struggle', 'life', 'unlikely', 'look']"
98,"['frank', 'perry', 'charge', 'con', 'fourteen', 'life', 'time', 'word', 'estrange', 'daughter', 'ill', 'learn', 'take', 'peace', 'former', 'break', 'ingenious', 'escape', 'plan', 'raise', 'dysfunctional', 'set', 'escapist', 'unique', 'want', 'daring', 'join', 'desire', 'hell', 'trap', 'world', 'much', 'action', 'home', 'underground', 'subterranean', 'london']"
99,"['south', 'asian', 'ramu', 'gupta', 'charm', 'western', 'film', 'want', 'american', 'lead', 'dancer', 'friend', 'vijay', 'rao', 'fabulous', 'life', 'manhattan', 'penthouse', 'apartment', 'go', 'family', 'delhi', 'live', 'dream', 'arrival', 'take', 'vijays', 'nothing', 'mention', 'cab', 'know', 'move', 'cramp', 'top', 'base', 'boyfriend', 'fourth', 'nonetheless', 'chance', 'raise', 'entertainment', 'job', 'ramus', 'many', 'include', 'hit', 'porn', 'cant', 'do', 'turn', 'waiter', 'least', 'realize', 'money', 'await', 'secret', 'birthday', 'party', 'lose', 'directionless', 'socialite', 'make', 'lexi', 'prepare', 'overbear', 'mother', 'chantal', 'legitimate', 'work', 'involve', 'meet', 'last', 'hour', 'incapacitate', 'swami', 'bu', 'dance', 'line', 'sex', 'advice', 'open', 'sharonna', 'co', 'information', 'murder', 'get', 'start', 'time', 'help', 'spread', 'intelligence', 'guru', 'love', 'become', 'trust', 'demand', 'career', 'hold', 'mentor', 'term', 'break', 'learn', 'tell', 'anyone', 'innermost', 'way', 'cope', 'double', 'firefighter', 'fiancé', 'rusty', 'catholic', 'shari', 'free', 'ie', 'virginal', 'substitute', 'world', 'school', 'teacher', 'successful', 'pseudo', 'settle', 'success', 'fact', 'rest', 'burgeon', 'romantic', 'shop']"
100,"['force', 'spend', 'summer', 'muggle', 'harry', 'daniel', 'radcliffe', 'take', 'real', 'shock', 'surprise', 'visitor', 'dobby', 'toby', 'home', 'warn', 'return', 'terrible', 'start', 'chance', 'decide', 'dobbys', 'warning', 'stay', 'order', 'schedule', 'strange', 'encounter', 'audience', 'secret', 'expect', 'attempt', 'message', 'scrawl', 'wall', 'blood', 'everyone', 'guard', 'chamber', 'open', 'mind']"
101,"['catherine', 'want', 'marry', 'jonathan', 'doesnt', 'trust', 'secret', 'new', 'neighbor', 'renée', 'order', 'disturb', 'detective', 'jeremy', 'intimate', 'try', 'future', 'husband', 'attractive', 'young', 'isobel', 'job']"
102,"['laura', 'brown', 'julianne', 'pregnant', 'housewife', 'plan', 'party', 'husband', 'cant', 'stop', 'understand', 'novel', 'mrs', 'dalloway', 'clarissa', 'vaughan', 'meryl', 'streep', 'modern', 'woman', 'know', 'face', 'make', 'friend', 'richard', 'ed', 'famous', 'writer', 'break', 'contact', 'turn', 'life', 'woolf', 'nicole', 'kidman', 'who', 'save', 'mention']"
103,"['young', 'know', 'england', 'use', 'pseudonym', 'fine', 'return', 'love', 'make', 'lead', 'comedy', 'mistake']"
104,"['february', 'shamshatoo', 'refugee', 'pack', 'north', 'west', 'frontier', 'state', 'pakistan', 'know', 'hero', 'human', 'soviet', 'join', 'invasion', 'usa', 'bombing', 'family', 'afghan', 'enayat', 'cousin', 'jamal', 'place', 'london', 'life', 'take', 'coyote', 'smuggle', 'iran', 'bomb', 'italy', 'hide', 'journey', 'engage', 'container', 'beat', 'terrible', 'challenge']"
105,"['see', 'trip', 'north', 'break', 'charlie', 'want', 'world', 'steal', 'wife', 'vicente', 'try', 'escape', 'cut', 'castration', 'car', 'attempt', 'refuge', 'isolate', 'make', 'family', 'strange', 'sect', 'whole', 'balance', 'threaten', 'arrival', 'result', 'chaos']"
106,"['group', 'british', 'enbark', 'summon', 'board', 'night', 'club', 'person', 'contact', 'close', 'monster', 'trap', 'world', 'way', 'bar', 'break']"
107,"['head', 'plague', 'film', 'young', 'tragic', 'find', 'magdalene', 'refuge', 'many', 'move', 'force', 'laundry', 'hard', 'task', 'live', 'theocratic', 'catholic', 'ireland', 'return', 'jail', 'run', 'agonize', 'long', 'harsh', 'turn', 'system', 'leaf', 'drain', 'wrong', 'bond', 'realize', 'way', 'convent', 'escape', 'pull', 'sister', 'bridget', 'wing', 'seem', 'special']"
108,"['come', 'suicide', 'supermarket', 'clerk', 'morvern', 'callar', 'unpublished', 'novel', 'money', 'boyfriend', 'give', 'funeral', 'scotland', 'ibiza', 'close', 'friend', 'journey', 'series', 'intimate', 'international', 'get', 'easy', 'grief', 'store', 'freedom', 'desire']"
109,"['young', 'give', 'live', 'isolate', 'home', 'whilst', 'go', 'film', 'numerous', 'cause', 'want', 'fame', 'money', 'chance', 'prize', 'person', 'leaf', 'everyone', 'lose', 'ultimate', 'morality', 'try', 'dannys', 'love', 'grandfather', 'greed', 'master', 'skittish', 'emma', 'find', 'blood', 'pillow', 'stay', 'dark', 'secret', 'nurse', 'sense', 'theyre', 'learn']"
110,"['young', 'charlie', 'hunnam', 'family', 'love', 'easy', 'life', 'andrew', 'havill', 'break', 'give', 'penniless', 'sister', 'kate', 'romola', 'garai', 'mother', 'stella', 'gonet', 'venture', 'london', 'attempt', 'help', 'uncle', 'ralph', 'christopher', 'plummer', 'ralphs', 'place', 'school', 'move', 'brutal', 'abusive', 'nurse', 'mr', 'wackford', 'jim', 'broadbent', 'nicholas', 'classmate', 'smike', 'jamie', 'bell', 'set', 'reunite', 'nickleby']"
111,"['midland', 'jimmy', 'know', 'glasgow', 'eking', 'poor', 'little', 'turn', 'day', 'find', 'old', 'family', 'friend', 'include', 'former', 'foster', 'sister', 'carol', 'boyfriendhis', 'brother', 'charlie', 'wife', 'shirley', 'preteen', 'daughter', 'marlene', 'tv', 'talk', 'show', 'stop', 'someone', 'home', 'interview', 'marriage', 'proposal', 'live', 'boyfriend', 'dek', 'do', 'cause', 'head', 'reunite', 'past', 'humiliate', 'thrill', 'life', 'result', 'duel', 'take', 'see', 'crossfire', 'meanwhile', 'get', 'give', 'high', 'dry', 'heist', 'abscond', 'money']"
112,"['version', 'autobiography', 'pianist', 'extraordinary', 'true', 'story', 'world', 'survival', 'warsaw', 'wladyslaw', 'szpilman', 'finish', 'jewish', 'radio', 'place', 'change', 'war', 'ii', 'get', 'force', 'ghetto', 'break', 'family', 'process', 'reinhard', 'time', 'concentration', 'pack', 'going', 'several']"
113,"['old', 'trouble', 'past', 'dark', 'suburb', 'life', 'seem', 'set', 'rock', 'music', 'everything', 'try', 'operation', 'requiem', 'gothenburg', 'concert', 'hall', 'place', 'reel', 'beautiful', 'new', 'world', 'change', 'take', 'ugly', 'possible', 'course', 'come', 'professor', 'treacherous', 'meet', 'rest', 'dangerous', 'contact', 'married', 'director', 'go', 'katarina', 'ready', 'anything', 'realize', 'identity']"
114,"['tom', 'ripley', 'cool', 'urbane', 'wealthy', 'murderous', 'villa', 'veneto', 'luisa', 'harpsichord', 'encounter', 'girl', 'old', 'job', 'fellow', 'underworld', 'name', 'demand', 'ripleys', 'help', 'kill', 'rival', 'student', 'human', 'nature', 'start', 'game', 'become', 'mild', 'free', 'local', 'video', 'framer', 'murder', 'world', 'artisan', 'jonathan', 'trevanny', 'who', 'break', 'cancer', 'wife', 'young', 'son', 'small', 'give', 'defend', 'control', 'stop', 'conscience', 'concert']"
115,"['open', 'birth', 'child', 'time', 'happiness', 'rachel', 'dream', 'shatter', 'newborn', 'sister', 'break', 'night', 'sympathetic', 'convince', 'arent', 'seem', 'kidnap', 'sure', 'way', 'truth', 'hospital', 'threaten', 'dennis', 'betts', 'try', 'flee', 'ís', 'force', 'hide', 'car', 'go', 'daniel', 'rock', 'porter', 'reluctant', 'help', 'conscience', 'take', 'game', 'end', 'friend', 'annie', 'find', 'officer', 'personal', 'follow', 'race', 'nightscape', 'desperate', 'stay', 'step', 'unleash', 'carry', 'disappearance', 'whole', 'lead', 'joanne', 'young', 'prostitute', 'leave', 'contact', 'pass', 'anyone', 'conspiracy', 'old', 'family', 'doctor', 'robert', 'barrum']"
116,"['whole', 'geometry', 'phil', 'life', 'change', 'big', 'get', 'obsession', 'alien', 'wife', 'maisie', 'plane', 'open', 'geometrical', 'name', 'lock', 'way', 'ticket', 'property', 'make']"
117,"['make', 'jung', 'kill', 'hate', 'save', 'story', 'year', 'old', 'russian', 'daughter', 'lose', 'serious', 'hysteria', 'hold', 'psychiatric', 'hospital', 'zurich', 'young', 'doctor', 'carl', 'gustav', 'take', 'care', 'start', 'time', 'psychoanalytical', 'method', 'teacher', 'sigmund', 'freud', 'home', 'break', 'secret', 'balance', 'sabina', 'spielrein', 'true', 'get', 'cure', 'concern', 'passionate', 'love', 'thing', 'come', 'return', 'carry', 'revolutionary', 'russia', 'psychoanalyst', 'ground', 'famous', 'white', 'school', 'sudden', 'end', 'victim', 'nazi', 'force', 'investigation', 'essential', 'part', 'film', 'modern', 'marie', 'french', 'student', 'fraser', 'historian', 'glasgow', 'sabinas', 'life', 'moscow', 'rostow', 'top', 'find', 'escape', 'original', 'exploration', 'lead', 'delve', 'interweave', 'cross', 'journey']"
118,"['dennis', 'clegg', 'life', 'home', 'ill', 'london', 'nickname', 'spider', 'mother', 'charge', 'intense', 'schizophrenia', 'find', 'story', 'advance', 'get', 'fragile', 'hold', 'world']"
119,"['opera', 'party', 'order', 'production', 'stephen', 'sondheim', 'sweeney', 'todd', 'maximum', 'security', 'prison']"
120,"['home', 'true', 'story', 'sergeant', 'peter', 'power', 'army', 'dental', 'corporation', 'old', 'fight', 'secret', 'leslie', 'cuthbertson', 'trainee', 'mechanic', 'passionate', 'desire', 'find', 'alive', 'help', 'arm', 'dozen', 'join', 'mission', 'engage', 'france', 'letter', 'sir', 'winston', 'churchill', 'design', 'invade', 'several', 'break', 'come', 'boat', 'hit', 'german', 'radar', 'place', 'follow', 'blowing', 'believe', 'master', 'way', 'force', 'take', 'escape', 'entire', 'compound', 'gunfire', 'narrow', 'cast', 'mine', 'line', 'pick', 'sea', 'question', 'key', 'return', 'court', 'martialled', 'last', 'hour', 'save', 'arrival', 'major', 'merton', 'boss', 'news', 'advisor', 'meet', 'whitehall', 'desperate', 'clear', 'rest', 'reprimand', 'behavior', 'invitation', 'tea', 'prize', 'minister']"
121,"['pete', 'take', 'new', 'job', 'vacuum', 'white', 'salesman', 'mentor', 'veteran', 'tommy', 'natural', 'sole', 'mark', 'best', 'team', 'meet', 'gold', 'hoover', 'different', 'apprentice', 'become', 'angry']"
